,0,1,2,3,4,5
382,,154.0,150.0,177.0,243.0,926.0
383,,159.0,150.0,179.0,250.0,937.0
384,,159.0,152.0,182.0,258.0,935.0
385,,154.0,152.0,168.0,257.0,925.0
386,,150.0,149.0,176.0,259.0,941.0
387,,154.0,151.0,172.0,245.0,920.0
388,,148.0,156.0,175.0,257.0,924.0
389,,152.0,155.0,181.0,250.0,894.0
390,,152.0,153.0,176.0,247.0,907.0
391,,154.0,150.0,172.0,251.0,918.0
392,,153.0,155.0,172.0,244.0,911.0
393,,149.0,159.0,170.0,255.0,926.0
394,,153.0,158.0,174.0,256.0,924.0
395,,156.0,155.0,171.0,259.0,919.0
396,,155.0,151.0,177.0,245.0,903.0
397,,157.0,153.0,171.0,239.0,931.0
398,,154.0,155.0,169.0,243.0,922.0
399,,152.0,156.0,178.0,246.0,935.0
400,,153.0,157.0,173.0,254.0,894.0
401,,162.0,155.0,180.0,248.0,894.0
402,,154.0,155.0,164.0,243.0,947.0
403,,155.0,154.0,164.0,259.0,938.0
404,,155.0,150.0,175.0,251.0,885.0
405,,156.0,157.0,171.0,247.0,880.0
406,,150.0,152.0,175.0,251.0,913.0
407,,157.0,150.0,179.0,242.0,923.0
408,,157.0,156.0,177.0,264.0,921.0
409,,149.0,154.0,177.0,245.0,942.0
410,,154.0,155.0,175.0,244.0,900.0
411,,152.0,154.0,177.0,234.0,947.0
412,,151.0,152.0,168.0,241.0,870.0
413,,159.0,156.0,170.0,243.0,868.0
414,,155.0,153.0,178.0,251.0,932.0
415,,154.0,150.0,172.0,254.0,874.0
416,,152.0,152.0,176.0,243.0,923.0
417,,153.0,160.0,171.0,237.0,934.0
418,,154.0,154.0,171.0,246.0,942.0
419,,155.0,150.0,172.0,243.0,926.0
420,,156.0,155.0,171.0,247.0,911.0
421,,160.0,152.0,174.0,243.0,952.0
422,,151.0,144.0,166.0,232.0,937.0
423,,155.0,157.0,168.0,253.0,944.0
424,,158.0,143.0,176.0,235.0,913.0
425,,158.0,147.0,167.0,240.0,888.0
426,,160.0,154.0,176.0,241.0,925.0
427,,151.0,150.0,182.0,241.0,886.0
428,,157.0,148.0,173.0,241.0,901.0
429,,159.0,152.0,172.0,235.0,908.0
430,,153.0,152.0,176.0,246.0,902.0
431,,158.0,157.0,177.0,240.0,928.0
432,,151.0,150.0,169.0,240.0,913.0
433,,151.0,150.0,178.0,236.0,935.0
434,,154.0,146.0,178.0,242.0,915.0
435,,160.0,151.0,170.0,227.0,872.0
436,,154.0,156.0,180.0,231.0,893.0
437,,158.0,145.0,174.0,234.0,928.0
438,,158.0,150.0,171.0,233.0,909.0
439,,157.0,146.0,172.0,240.0,922.0
440,,154.0,151.0,173.0,229.0,945.0
441,,155.0,153.0,171.0,235.0,950.0
442,,151.0,154.0,164.0,237.0,928.0
443,,156.0,157.0,173.0,232.0,918.0
444,,157.0,152.0,168.0,235.0,910.0
445,,154.0,154.0,172.0,235.0,939.0
446,,154.0,156.0,168.0,234.0,909.0
447,,155.0,151.0,174.0,230.0,924.0
448,,155.0,148.0,174.0,234.0,877.0
449,,153.0,152.0,172.0,228.0,933.0
450,,153.0,153.0,172.0,240.0,908.0
451,,158.0,150.0,171.0,230.0,924.0
452,,151.0,148.0,172.0,229.0,902.0
453,,154.0,152.0,171.0,229.0,940.0
454,,154.0,155.0,173.0,236.0,892.0
455,,160.0,154.0,175.0,222.0,907.0
456,,156.0,151.0,177.0,232.0,883.0
457,,156.0,151.0,177.0,230.0,927.0
458,,154.0,153.0,179.0,230.0,892.0
459,,155.0,145.0,183.0,223.0,926.0
460,,151.0,146.0,172.0,236.0,866.0
461,,152.0,151.0,177.0,223.0,890.0
462,,154.0,151.0,172.0,232.0,915.0
463,,153.0,149.0,178.0,222.0,937.0
464,,152.0,154.0,170.0,227.0,934.0
465,,158.0,153.0,173.0,233.0,928.0
466,,155.0,158.0,181.0,226.0,898.0
467,,159.0,149.0,177.0,221.0,930.0
468,,158.0,154.0,174.0,219.0,940.0
469,,159.0,153.0,166.0,230.0,924.0
470,,156.0,152.0,179.0,244.0,910.0
471,,153.0,150.0,181.0,238.0,902.0
472,,153.0,153.0,175.0,229.0,924.0
473,,151.0,148.0,179.0,234.0,
