,group,0,1
98977,1,-9.786259651,31.17647171
98978,8,-26.49679756,12.00428581
98979,6,-32.53780746,-31.76248932
98980,9,13.13172531,-27.12322998
98981,4,-6.859477043,-29.96795654
98982,1,-20.01216698,18.56519699
98983,6,-7.824001312,-7.979123116
98984,5,-3.309665203,5.972600937
98987,2,5.35482645,-5.143303871
98989,4,-0.900315285,-30.40024757
98990,1,-10.61304951,26.85812378
98991,8,-37.79565048,9.187031746
98992,7,37.84861755,23.64803314
98993,5,-43.86381531,-15.23169422
98994,9,7.620214462,-15.87598133
98995,0,9.49885273,13.76281071
98996,5,-6.669237137,9.139961243
98997,6,-13.37191868,-25.45680618
98998,7,28.39835167,29.98707771
98999,1,-11.91133022,39.14289093
99000,6,-27.7969799,-29.17072296
99003,9,16.71399689,-8.567604065
99004,2,37.42553329,-14.86610413
99005,3,37.47271729,5.614562035
99006,9,13.51969337,-11.72690201
99007,1,-7.36128521,17.60107994
99008,2,28.71076584,-13.07764435
99009,2,26.61449814,-16.20995712
99010,6,-27.15645027,-31.0588665
99011,4,-11.30622196,-18.31779861
99012,1,-32.10344696,36.38827515
99014,3,18.97328758,11.09725094
99015,7,26.07518768,16.84402466
99016,9,26.00558853,-35.98656082
99017,3,32.7878418,6.533872128
99018,6,-4.115477085,-20.20656967
99019,1,-10.97216797,26.9095993
99020,0,8.85870266,39.85153198
99021,0,-5.923449993,-1.722864509
99022,8,-45.93199158,6.588076115
99023,2,23.25346565,-9.32148838
99024,8,-17.50822258,0.683431923
99025,2,35.30195618,-15.82248306
99026,7,21.96839905,16.29292679
99027,9,10.52064991,-24.9973278
99030,5,-36.82017899,-4.584738731
99032,1,-23.78990173,24.50907135
99033,7,22.54619789,27.28377914
99034,8,-18.08221436,-3.64098835
99035,2,-13.06737614,1.401730776
99036,2,5.749924183,-6.387103558
99038,0,13.6218977,39.26362991
99039,0,0.604810774,15.96349716
99040,8,-22.96732903,8.408593178
99041,8,-10.08582973,8.785581589
99042,8,-12.59838104,3.045265436
99043,7,18.82323456,32.43593979
99044,3,38.70296097,-2.161944628
99045,7,35.24061966,27.02071381
99047,4,-4.966439247,-39.45505524
99049,8,-19.96938705,7.536382198
99051,9,16.31714439,-32.40555191
99052,2,-1.471984029,-4.287558556
99053,7,27.90001488,24.42399216
99054,7,12.58787537,24.08058739
99055,7,16.54840851,26.51397896
99056,2,25.90745354,-10.94972229
99057,9,7.74768877,-31.06256294
99058,1,-20.58265495,21.68477631
99059,6,-13.05974483,-25.78966522
99060,8,-22.59527016,13.16143703
99061,5,-35.03025818,-8.299442291
99062,1,-12.14694023,16.70591927
99063,9,23.25660324,-37.8371315
99064,4,-6.441394329,-33.75722885
99065,7,24.16470718,37.55347443
99068,3,34.58095551,3.0898633
99069,0,-1.666763425,25.39492416
99070,9,24.81292534,-28.72525406
99071,5,-27.10688019,-7.211690426
99072,5,-23.36802101,-0.147033602
99073,7,10.85647202,16.11711693
99074,4,9.405020714,-20.45968628
99075,8,-31.42679787,12.85720634
99076,0,0.100536734,12.25326347
99077,4,-2.618839741,-31.19706154
99078,0,-5.905814648,-1.22283721
99080,4,2.057316303,-46.41258621
99081,0,8.776118279,36.15917206
99082,3,27.06721306,14.23756981
99083,1,-20.39676476,28.80587578
99085,4,-9.359954834,-32.24167252
99086,3,31.65210915,0.672329783
99087,3,17.85114288,-6.088371277
99088,6,3.259303331,-6.075274467
99089,5,-46.23886871,-12.43185329
99091,8,-33.91638565,6.456696033
99092,8,-33.56396103,9.223609924
99093,0,7.36614418,10.63199997
99095,3,8.797795296,6.147635937
99097,2,11.77945328,-15.68467331
99099,8,-24.07135582,12.00124931
99100,2,29.37167358,-10.73426723
99102,3,38.50719452,7.577462196
99104,4,0.09403988,-30.97281456
99105,7,18.12338066,18.95479584
99107,2,17.78061295,-15.70736694
99109,2,28.2723732,-20.17644119
99110,0,-3.364368439,37.52489853
99113,3,13.54852676,1.765256047
99114,4,-4.064374924,-34.25759125
99115,8,-43.93566513,9.154355049
99117,1,-34.74129486,32.12996674
99118,4,-8.058483124,-22.58932304
99121,6,-15.93291187,-10.35004044
99122,0,1.643221021,25.8717556
99124,8,-11.73215961,7.368046761
99125,9,5.828590393,-15.98611069
99126,9,-11.89825153,-1.241294026
99127,8,-35.14509964,18.08032036
99128,7,12.93683434,25.29304695
99129,2,36.85684586,-23.26380348
99130,6,-13.03757858,-21.93904305
99132,2,26.95454216,-23.36618805
99133,2,-9.965543747,4.096199989
99134,2,-3.53364563,0.300148517
99135,5,-32.46957397,-14.37215137
99137,1,-26.97385788,27.75093842
99138,8,-32.34851456,10.4998579
99139,5,-24.41854286,-6.036649227
99140,2,41.06247711,-12.44632339
99141,5,-19.22376442,-0.663002133
99142,1,-15.65766525,41.1267395
99143,2,26.51845741,-12.97350788
99145,2,24.65688515,-22.573946
99146,7,13.43816662,11.6098671
99147,4,1.918946624,-29.7647934
99148,8,-12.47131729,10.03112888
99149,5,-33.61323929,-11.05807781
99150,3,2.349606514,5.357325554
99151,6,-26.23601532,-24.36522675
99152,1,-17.68236923,22.72704697
99153,4,-7.14773798,-43.5787735
99154,8,-35.372715,22.88925552
99157,3,15.53716183,-2.509159088
99158,9,12.43821144,-33.03067398
99159,5,-29.35923386,-15.21684265
99160,8,-29.90802193,19.47454071
99162,9,8.982758522,-29.5358696
99163,7,34.88341904,22.33137321
99164,5,-38.52028275,0.572944582
99165,7,34.38934708,32.04808044
99166,2,36.09115601,-21.28661919
99167,2,33.21190262,-17.26008415
99168,2,15.61585808,-18.47332573
99169,3,39.33916473,10.97734833
99170,6,-25.49821663,-20.74166489
99172,1,-22.21961975,26.58309555
99173,0,0.428516507,23.12952805
99175,6,-24.07003021,-16.10930824
99176,1,-18.92624283,28.36011505
99177,0,-0.617328405,19.29195404
99178,5,-37.32037354,-9.735939026
99179,5,-35.20455933,-11.75474548
99180,8,-12.76722145,-3.07743907
99181,0,9.526631355,31.20769119
99182,6,-30.75672913,-28.08991051
99183,9,30.04896927,-28.89291954
99184,4,-6.891778946,-45.48372269
99186,1,-12.95463371,23.19992447
99187,4,-5.09440136,-30.45734978
99188,4,-7.424248695,-20.25486946
99189,3,16.87056923,0.127805799
99192,0,9.999231339,32.80958939
99193,1,-9.33012867,17.19376564
99194,9,18.14573288,-31.41678429
99196,3,10.87569141,5.803823471
99197,3,32.01535416,5.424332619
99199,2,30.27455521,-16.89903259
99200,5,-5.312852859,4.239377975
99201,0,0.947754323,41.5707283
99202,5,-27.28510284,-9.425759315
99204,3,48.23886871,-1.669733524
99205,5,-28.71077347,-11.19076729
99206,9,-8.688150406,-5.104037285
99207,7,23.94061852,23.49324226
99209,4,-8.888043404,-25.60120201
99211,2,29.67924118,-13.21882153
99212,1,-26.94106293,27.48783493
99215,7,14.69070053,16.881567
99216,5,-1.129490376,-6.789306641
99217,2,23.3544178,-9.569712639
99218,9,17.79640388,-30.53642654
99219,8,-36.23717499,6.95908165
99220,7,11.32851982,18.99370956
99221,3,7.706189156,12.95112705
99224,2,12.89897537,-18.06725693
99225,6,-29.55252075,-20.60800171
99226,4,4.403060913,-2.738795042
99227,3,13.87655544,0.440419585
99228,7,23.36009407,38.56798935
99229,2,3.093459129,-7.18492794
99231,4,4.828888416,-32.84368134
99232,2,40.88171005,-12.12084007
99233,9,13.8181572,-9.882670403
99234,4,-5.086258888,-39.42194748
99236,0,-5.368681431,26.38963318
99239,9,17.07906532,-8.369193077
99240,6,-14.86382103,-13.47869492
99241,8,-25.81189728,10.02078438
99242,5,-33.43252563,-19.38366318
99243,8,-12.02100754,-4.545784473
99244,5,-10.52920914,-15.0154686
99246,9,29.7124939,-34.30187225
99247,1,3.227632046,8.475765228
99248,9,11.20149422,-13.12640095
99249,4,-8.519882202,-25.26309395
99250,2,-2.999612331,2.512300491
99252,3,32.45149612,2.847497463
99253,1,-23.80462074,33.28924179
99254,6,-26.92970848,-21.35449219
99255,6,-27.66424179,-33.30022812
99257,3,35.62184525,11.1240797
99258,2,4.62243557,-7.426938057
99259,5,-2.256945133,-10.56031799
99261,9,12.47804451,-31.38563919
99263,9,21.21831322,-37.56122971
99264,7,23.42652702,24.47171211
99265,8,-27.7950592,4.096768856
99266,3,27.11205292,6.718874454
99267,6,4.467624187,-4.370872974
99271,2,8.095756531,2.472558498
99272,3,46.48103333,5.733636379
99273,5,-34.25260925,-5.943878174
99274,6,-15.37148857,-8.838266373
99275,9,13.78261089,-39.66041946
99276,9,16.59762001,-32.21780396
99277,6,10.26056004,-1.613066196
99278,6,-23.69358826,-29.7501812
99279,8,22.76390457,-3.591300726
99280,6,-33.38091278,-27.07888603
99281,6,-19.17449951,-29.49849319
99282,1,-32.75926971,33.06023026
99283,5,-6.624053955,8.05491066
99284,0,5.377334595,36.09875488
99285,2,6.951104164,-4.635286808
99286,3,35.39908981,5.210693359
99287,2,20.49350929,-8.220685959
99288,8,-26.74532318,1.290872216
99289,0,12.81437492,22.24985123
99290,2,37.8321228,-13.58676147
99291,6,-22.3462677,-29.9901638
99293,0,5.353028297,26.83150101
99294,7,24.00612068,20.53943634
99295,6,-35.82540512,-31.64638901
99298,8,-37.37130737,21.21105576
99300,0,6.578988552,30.77971458
99301,5,-20.97929764,-0.946012378
99304,6,-19.83350754,-22.08926201
99305,5,-7.917157173,1.93801403
99306,8,-36.99989319,14.41184807
99307,2,24.08971024,-19.55617332
99308,3,43.94330597,-2.309779406
99309,8,-27.85115051,14.95211697
99310,7,21.66650009,30.36417961
99311,2,3.150978327,-8.556324005
99312,0,-0.197714284,16.16136169
99313,8,-8.951320648,-0.745602489
99315,6,-24.73420334,-38.55204773
99316,2,16.25664711,-19.00426102
99318,6,-19.97692299,-30.65304565
99319,8,-32.91517639,17.30699348
99321,1,5.535224438,5.737217903
99322,3,36.70256424,7.619136333
99323,2,26.62590027,-8.574629784
99326,6,-7.599787712,-7.638022423
99327,3,21.48396683,-3.247223854
99328,2,26.56210899,-18.50732422
99330,7,23.78167152,34.22561264
99331,1,-18.24609566,25.91354752
99332,1,4.286541462,9.150744438
99333,5,-23.17003822,-6.008419037
99334,6,1.328712344,-2.29130435
99335,1,5.920968056,11.11713219
99336,6,-22.92048264,-18.44056129
99337,1,-23.28968811,18.75346375
99338,2,35.00426483,-17.05845833
99339,5,-29.00979996,-0.001596197
99340,7,35.62648773,31.6439991
99341,2,38.05514145,-9.335366249
99342,1,-24.02796173,29.2065506
99343,2,29.07699394,-20.75912285
99345,2,38.47690582,-5.82167244
99346,4,-9.758016586,-18.32398796
99348,3,23.55159569,1.883521557
99349,5,-7.734890938,-15.14598846
99350,8,-26.58238792,18.74736404
99353,7,34.17667389,22.39587402
99354,8,-8.620674133,-0.641562223
99355,0,6.149755001,14.30841827
99356,6,-10.7299366,-10.95510101
99358,2,11.19168472,-18.51114082
99359,9,-3.682996988,-8.188329697
99360,4,-3.277653217,-42.70702744
99361,1,-14.22882843,27.96616745
99362,4,-1.452756763,-28.31098175
99363,2,34.7927475,-11.08600044
99364,3,13.77770138,1.976336956
99366,5,-42.42923737,-10.91466236
99368,6,-17.16057014,-32.10349274
99369,7,6.780849934,22.55473328
99371,7,29.55893707,28.20180321
99373,1,1.453347325,6.675217628
99374,7,18.64211655,27.00226784
99375,0,0.246953592,12.8097105
99376,1,-19.01018715,40.60222244
99378,0,-1.770495176,31.73375702
99379,9,14.4429903,-7.944252491
99380,7,17.65832329,23.03326988
99381,4,3.828159809,-37.4539032
99382,1,-9.734963417,20.97251129
99383,6,-7.553941727,-7.529757977
99385,9,15.61158562,-7.780608654
99386,4,-2.583216667,-41.67340851
99387,3,30.1257534,9.216339111
99388,0,-3.229696512,26.22115135
99390,9,6.916436195,-9.846153259
99392,4,-8.89392662,-21.48370743
99393,6,-21.80767822,-19.37937355
99394,6,-21.46177101,-31.88455391
99395,7,20.70311356,6.82143259
99397,3,17.14956093,-1.863499284
99399,3,48.0187645,1.178871274
99400,5,-22.58273506,-9.281200409
99401,4,13.46807766,-1.637813926
99402,9,12.71745586,-9.877812386
99403,1,-8.19781208,27.93489075
99404,8,-40.67924118,14.81274509
99405,7,3.231055021,1.125858068
99407,4,-14.50393295,-4.512190342
99408,8,-18.96339607,-5.122602463
99409,6,-12.55023384,-22.89638329
99410,5,-44.58930969,-9.767307281
99411,2,37.59884644,-23.49639702
99412,3,25.12043571,11.74248791
99415,3,32.27379608,11.64292049
99416,4,13.25552082,-13.43975925
99417,5,-26.26020432,-11.27811813
99418,6,-18.24138641,-8.354925156
99419,2,21.43247223,-10.59088421
99420,8,-27.84204102,14.9611454
99422,3,5.324826241,8.412558556
99423,0,2.85844636,12.76810074
99424,3,13.23397827,5.038833141
99425,7,27.74507713,26.71165848
99426,3,41.76434326,4.362967014
99428,2,34.96123123,-22.30523491
99429,6,-17.61252213,-7.112522125
99430,1,-18.21665192,29.93779945
99432,7,20.01104355,15.81204128
99433,4,5.393585682,-34.95500183
99435,5,-35.10578156,-15.89014626
99436,0,-5.652901649,-2.871814251
99437,5,-37.33644104,-13.89819241
99438,6,-15.28530693,-21.07010841
99439,3,12.72702503,1.169280529
99440,0,8.587620735,35.38494873
99441,7,9.915067673,17.96798325
99442,8,-27.78086281,11.14887142
99444,0,8.846863747,14.9854641
99446,0,-3.405257225,38.15071869
99447,3,28.01644516,5.123046398
99448,2,19.51553154,1.478790045
99449,8,-32.61413574,9.438110352
99450,8,-10.34439659,-1.308948874
99451,8,-40.84131622,5.812619209
99454,7,38.40211487,24.29579353
99455,0,5.177688599,19.41950035
99456,1,4.133400917,9.472009659
99457,0,3.941761494,47.8297081
99458,7,1.411759853,3.018646479
99459,6,-18.58300209,-16.89570999
99460,4,2.910089016,-32.45145798
99462,6,-12.24226475,-24.02803802
99463,6,-25.19108772,-37.65054321
99464,6,-25.58386803,-24.97930336
99465,0,-2.673772812,36.54255295
99467,6,-34.43564224,-29.56718826
99468,5,-7.071751595,-0.418879122
99470,5,-29.88084221,0.288216233
99471,5,-27.04952431,-4.411841869
99472,9,21.20013618,-42.11561584
99474,4,4.310142994,-24.54407501
99475,9,12.29831028,-36.76454163
99476,0,10.5620966,31.32569313
99477,4,3.799868107,-29.08550072
99478,3,27.10083961,12.12495136
99480,8,-25.08489799,17.22917557
99481,9,29.88871574,-29.65746689
99482,1,-11.00489616,35.03979111
99483,2,25.3800106,-23.57544518
99485,6,-27.09225082,-24.92128563
99486,4,1.941824794,-29.76905632
99487,3,34.67279053,14.6335268
99488,4,5.220873833,-1.353646398
99489,0,-5.110000134,12.16729736
99490,9,11.28944778,-25.48802376
99491,9,14.62797737,-35.60196304
99492,2,38.11033249,-13.55830669
99493,8,-20.59321976,9.637119293
99494,8,3.14253211,-1.399050236
99496,3,27.26553726,10.10303974
99497,1,-25.67236137,26.9806118
99499,3,36.80278397,-2.416876078
99502,3,33.74623489,2.219530821
99503,7,19.42203903,19.46139908
99504,2,40.88055038,-20.61398315
99506,0,1.450119615,-3.762506723
99507,4,6.300364494,-22.49170494
99508,1,-16.24846458,17.93919754
99509,6,-20.25255013,-36.51310349
99510,0,12.21813488,39.4564476
99511,6,-20.50821877,-18.53227997
99515,1,-29.82432938,33.12454224
99516,1,-9.800889015,26.09682846
99517,6,-20.37140846,-31.9800396
99518,4,6.152139187,0.221656844
99519,5,-45.05596161,-15.72036552
99521,0,-10.82197285,11.69238567
99522,1,-15.08266068,19.57629585
99523,1,-6.976777554,19.50518608
99524,1,-17.93454361,15.42232227
99525,8,-35.82226944,3.942032099
99527,1,-28.83543396,24.70784378
99528,8,-39.47962952,5.11366272
99529,7,19.09354019,29.07332611
99530,5,-23.55639648,-11.55265713
99532,2,24.12139702,-18.07500458
99533,5,-42.61351776,-3.826435804
99536,5,-5.215730667,10.04647255
99540,6,-24.80451584,-38.59186935
99542,9,13.20060539,-25.83478165
99543,3,42.5486145,2.168112516
99545,1,-21.56882858,21.09844971
99546,6,-15.08833027,-13.83992958
99548,7,11.3482666,23.09767723
99549,9,24.19579315,-40.15225601
99550,2,22.23659325,-0.706239402
99551,8,4.709353447,5.306335926
99552,8,-21.6120224,2.726625204
99553,1,-23.20301437,34.82953644
99554,5,-32.01691055,-15.69350529
99555,2,33.30533981,-21.09991074
99556,2,38.28310013,-9.598560333
99557,3,41.15853882,12.08129597
99558,7,24.25022316,20.81259727
99559,2,27.69047737,-13.45682716
99560,6,-27.52807999,-24.23544693
99561,7,16.58677864,20.36943817
99564,2,26.02002716,-10.6101656
99565,6,-27.85133743,-27.35655403
99566,9,29.61231613,-31.05181313
99567,3,29.97103691,10.74765301
99568,2,33.93071365,-6.174021244
99569,1,-15.68839359,14.69432259
99570,5,-29.4563179,-11.32857418
99571,8,-31.04743385,15.52741432
99572,5,-23.45469666,-7.401569843
99573,9,29.84321213,-32.57632446
99574,1,-22.04575157,25.65352058
99575,2,7.636067867,1.822104931
99576,2,21.50455666,-12.13532257
99577,4,6.27436161,-22.34707832
99578,7,10.70584583,18.5080719
99579,1,-8.552427292,31.96125412
99580,0,1.534283161,10.87298012
99581,1,-21.1396637,34.01295853
99582,7,23.07885361,31.9872303
99583,1,-20.41186142,23.10115051
99584,4,-14.34046841,-5.077745438
99585,2,20.39842415,-8.114420891
99586,8,-22.46819305,4.210524559
99587,6,2.320096016,-9.278410912
99589,8,-30.82160378,14.18129921
99591,0,3.067495346,13.92059898
99592,9,17.05483437,-34.26433945
99593,0,-2.247105598,33.58586502
99594,4,0.056817118,-37.22850037
99595,0,1.891887307,27.70656013
99596,3,23.5237236,5.95324707
99598,0,1.846400023,36.75383759
99599,5,-31.38298035,-4.969823837
99600,8,-34.70441055,15.09728622
99601,7,23.13311195,38.64948273
99602,2,38.72451019,-21.22587204
99603,6,-18.51742172,-28.17499733
99605,1,-6.342680931,29.29685593
99607,8,-39.6307373,10.83276176
99608,3,27.46801376,13.29389858
99609,5,-3.666059494,5.675225258
99610,2,2.843223333,-8.690718651
99611,2,25.94775391,-5.450492859
99612,9,25.81219673,-40.81756592
99613,3,18.02643776,-5.748891354
99615,9,13.60338116,-34.28561783
99617,0,0.800939858,37.76604462
99618,7,32.77327347,20.93880272
99619,6,-1.646142125,-0.109951675
99620,1,-10.26702118,18.62828445
99621,9,-1.039767981,-16.59261513
99623,7,17.20552635,33.05531311
99624,5,-8.567141533,3.153983831
99625,4,-9.759368896,-25.22950935
99626,3,13.87515068,-4.848268032
99627,9,1.420500517,-18.55970192
99628,2,23.69697952,-15.6668272
99629,4,1.813348174,-3.541830301
99630,2,6.288789749,16.55063438
99631,6,-2.519418716,-14.48452282
99632,9,5.555881023,-29.82761002
99633,4,-10.71213627,-40.61545563
99634,0,-2.349627018,37.42776871
99635,6,-16.41201973,-30.31829262
99637,3,5.799609661,8.743112564
99638,7,17.6155262,7.235851288
99640,4,-7.784944057,-45.35876846
99641,8,-33.15619659,21.53199005
99642,1,-30.25299263,35.04460526
99643,7,11.55173397,17.3991909
99644,5,-34.59119415,-4.830034256
99645,6,-13.36285973,-23.1029644
99647,7,21.55952644,10.80321407
99649,4,-10.40768528,-36.92502594
99650,9,4.248256207,-16.01468658
99651,5,-2.816419363,5.952838898
99652,9,21.87255478,-32.61631393
99653,8,-28.69270706,16.76138878
99654,4,-5.594974518,-13.66824913
99655,2,-0.614386976,-6.054821968
99656,8,-33.85833359,8.172545433
99659,9,13.69106579,-33.10327148
99660,9,12.78831863,-10.07746315
99661,0,7.672598839,44.46161652
99662,5,-7.837748528,1.950869679
99663,2,28.13525391,-20.48332596
99664,3,37.00672531,10.56417847
99667,1,-7.656407356,14.03170395
99668,7,11.4983387,18.95315933
99669,0,-2.714659214,20.52503395
99670,2,-13.55947113,1.066228151
99672,5,-30.18741798,-0.346218288
99673,6,-23.230196,-16.14868546
99674,4,-16.17286301,-36.80918503
99675,2,26.57803154,-3.950173616
99677,7,19.13801384,24.29823875
99678,4,1.882433534,-22.58694077
99679,1,-9.634770393,21.82484818
99680,8,-29.47206688,6.598225594
99681,1,-21.96637917,34.87338638
99682,3,41.96749496,13.52017879
99683,9,21.29648972,-26.96699142
99684,6,-34.12637329,-24.68711281
99685,8,-24.10629272,6.27061367
99687,2,12.33082676,-17.98551559
99688,9,17.13570023,-29.12994003
99689,1,-24.44946098,39.36709595
99691,5,-44.38437271,-9.612960815
99693,0,9.601210594,14.6123085
99694,6,-30.56589127,-24.06976891
99695,8,-35.7435112,15.60832691
99696,6,-18.5209446,-5.822542191
99697,5,-26.29397964,-3.303767204
99698,3,38.27765656,16.5000248
99699,9,18.49733162,-17.57063675
99701,4,-0.366848856,-24.13483429
99702,8,-39.24940109,18.15044594
99703,9,10.4232111,-6.22233963
99704,3,34.59996796,15.83967018
99706,9,22.89558029,-37.30558395
99707,0,7.614790916,10.57049179
99708,9,11.53134346,-42.6023674
99710,7,4.092162609,1.86812067
99711,8,-25.08578491,17.18791771
99712,3,30.66949844,10.58589077
99713,7,18.78654289,24.13658142
99714,9,15.49083328,-25.64900017
99715,7,16.93768501,7.027667522
99716,2,38.49964905,-15.91486263
99717,2,27.50616837,-13.33039665
99718,8,-25.58895493,10.0717392
99719,7,14.08023548,16.52051544
99720,6,-3.298471689,-1.739315987
99721,1,-8.035991669,28.89687157
99722,7,30.39903641,22.45018196
99724,7,24.64634705,32.07154465
99726,0,2.216412306,27.27996445
99728,9,15.36298466,-41.6113472
99730,1,-29.22225189,30.41391373
99731,9,0.436877131,-11.38055134
99732,0,11.02445507,43.57116699
99733,2,38.36397171,-25.21240425
99736,6,-23.01302719,-14.66401863
99737,1,-28.49138069,25.13649178
99738,7,24.77767181,27.6392765
99739,5,-40.61329651,-9.636327744
99740,4,-11.75184631,-32.38214874
99741,9,17.3920269,-29.67309761
99742,0,-2.733306408,40.17604446
99745,7,23.13169479,30.53340149
99746,8,-45.47451782,13.02123356
99747,4,-0.219066039,-25.33441544
99748,6,-1.291846514,0.658091068
99750,6,-17.36311531,-17.69243431
99751,7,17.24848557,27.84409142
99752,8,18.96123123,13.78822708
99753,9,9.65077877,-26.07320595
99754,8,-38.33265305,18.09776306
99755,4,6.540040493,-19.32993126
99756,6,-20.25894547,-31.85514832
99758,7,27.22350311,27.87332153
99760,7,26.60119629,31.46255493
99761,5,-41.62857819,0.593999147
99764,8,-28.14105415,11.10519505
99765,0,0.009296721,16.26760483
99766,9,7.305579662,-16.10168839
99767,5,-2.603094339,-4.056833267
99768,5,-11.08144855,-16.00195122
99769,1,-18.17987823,14.06505775
99770,5,-32.33411026,-4.566926479
99771,2,41.63383484,-16.98928261
99772,0,0.176078901,9.709859848
99773,3,39.22088242,2.087552071
99774,7,32.11225891,26.97936058
99775,8,-29.52000237,19.13170052
99776,3,13.35447407,-7.567579269
99777,1,-15.05578232,14.08796597
99779,4,-1.975922465,-36.71489716
99780,3,40.88709259,13.32186031
99781,5,-23.12202644,-3.901482344
99782,1,-23.5596199,28.47767258
99783,4,-12.30704021,-35.22745132
99784,3,42.6576004,12.38819504
99785,3,27.28120995,1.55429852
99786,1,-22.47296333,19.46043968
99787,4,-8.027206421,-41.50135422
99789,0,13.46642017,37.08739853
99791,6,-12.72654438,-26.18107796
99792,7,32.7131424,21.63142014
99795,1,-11.38245583,38.68528748
99796,4,1.508997321,-43.48195267
99797,5,-17.08730888,-10.78715038
99798,0,9.690797806,27.7844677
99799,8,-12.01036072,5.856349945
99802,7,10.27513504,18.19343567
99803,5,-25.00427818,-6.5462327
99804,8,-21.44240379,9.304587364
99805,3,34.69399261,16.17754936
99807,3,9.409952164,11.10500145
99808,2,19.14074516,-2.326526642
99809,7,9.469538689,17.62619972
99810,0,8.986679077,22.2313652
99811,0,7.63233757,44.47349548
99816,8,-35.43345261,22.81419945
99817,4,-0.462238014,-24.01843071
99819,0,0.80237931,38.46097183
99820,6,-26.51369286,-17.34974098
99821,1,-12.33905029,27.40827179
99823,6,-12.36913872,-24.58727074
99825,5,-22.58200455,1.299818039
99827,3,10.85293102,-0.581776202
99830,7,23.32337761,24.80371666
99831,0,4.437939644,48.32502747
99832,6,-11.65065289,-7.458489895
99833,2,39.66946411,-6.331373215
99834,3,35.58408356,3.437104702
99836,0,1.557250381,33.03164673
99837,0,3.913455248,36.77097702
99841,4,-14.13328457,-41.37099838
99842,2,10.21455479,-4.425364017
99843,7,16.59952164,13.22664452
99844,4,9.577673912,1.008820415
99845,7,13.1363163,25.63257027
99846,0,-5.616994381,11.75486374
99847,6,-1.711596727,1.495413661
99848,9,12.95471764,-25.57784081
99849,4,-6.488523006,-25.32076454
99850,4,8.972662926,-19.12166405
99851,2,3.689005613,-13.98017597
99852,3,31.08634377,10.61127949
99853,3,5.685109138,7.992209435
99854,5,-33.54417801,-8.759160042
99855,5,0.337674499,4.811775684
99856,6,-10.25236702,-21.95118713
99857,2,25.91335869,-22.83576775
99858,7,26.04094124,23.61278534
99860,9,7.84864521,-14.8481636
99861,5,-17.70107651,9.23986721
99862,9,26.42445564,-41.91624451
99863,7,8.189682961,16.0807476
99864,3,17.40995026,-2.226415396
99865,0,14.05815601,39.2868042
99866,4,-9.108612061,-24.31393051
99867,8,-13.2508812,-0.978081763
99868,9,20.59969711,-39.0148201
99869,8,-34.54333878,5.998149872
99871,2,34.86191177,-22.10447884
99874,6,-21.97091293,-36.4523201
99875,8,-26.33238602,10.30781651
99876,9,20.54693985,-31.44535637
99879,5,-23.94356346,-0.462150097
99880,9,30.1906414,-28.82265472
99881,9,18.28919029,-14.74609852
99882,3,29.20084381,14.12896442
99883,2,14.06024647,-17.95151329
99884,8,-26.82440758,19.16488647
99885,9,-1.06605351,-12.57670212
99886,6,-0.240071088,-7.972939014
99888,4,-1.326132774,-36.49474335
99889,2,22.17139244,-8.438939095
99891,0,-3.934700251,34.09494019
99892,9,17.0386219,-28.9766655
99893,8,-31.60243988,8.053094864
99894,7,29.30116653,27.74884224
99895,8,-15.35520267,-1.342036605
99896,7,34.69100189,26.57522202
99899,8,-30.82962799,3.495346069
99900,0,-0.842624545,32.73136139
99902,4,8.827848434,-19.42167854
99903,9,14.71201706,-20.363451
99905,2,17.28235817,4.446719646
99906,7,21.00123024,16.26168823
99907,1,-19.12229919,13.8298502
99909,2,18.83959198,1.398782015
99910,9,10.96872997,-41.23636627
99914,8,-25.63652229,8.922810555
99915,9,7.187161922,-12.50333405
99916,7,11.14790821,17.74880409
99918,6,-31.26548386,-20.92040634
99920,7,25.54343796,30.48176003
99921,1,-15.52467442,14.38543224
99922,3,26.45018387,12.6684351
99923,9,10.08067799,-31.2742939
99924,3,14.51271248,6.205867767
99925,7,18.72632408,24.16505241
99926,3,48.60736465,4.776525497
99927,5,-5.276489735,1.975026369
99928,4,-1.624841094,-27.41239929
99929,4,-3.003334045,-22.05758667
99930,7,17.13358879,13.17194366
99931,1,-6.287888527,19.08902931
99932,7,38.14472198,31.7603035
99933,4,-0.697681367,-34.12708282
99934,0,1.707464576,10.34395409
99935,2,41.72852325,-8.918205261
99937,6,-27.6824379,-33.27504349
99938,1,-10.53153706,34.32009888
99939,9,9.877568245,-28.01237679
99940,0,10.64372921,27.54485703
99941,0,9.957737923,22.6730175
99942,4,-4.91480732,-26.41474915
99943,2,15.55061245,-18.35055351
99945,3,36.79227448,10.79797173
99947,9,6.313108444,-15.68013096
99949,5,-4.800544739,-14.77983856
99951,3,42.29156494,6.698086262
99952,0,14.62046814,39.18880844
99954,4,-7.759656429,-24.34284973
99955,6,-18.94890594,-9.155542374
99956,8,-16.03793716,-1.7467314
99957,7,17.22276688,30.90330696
99958,8,-46.58159256,6.099629879
99959,6,-12.17363167,-24.34237862
99960,1,-19.24864388,13.53041363
99962,7,25.78695297,22.46658134
99963,0,6.59953928,30.93107414
99964,5,-36.39152527,-1.343014836
99965,5,-21.96243095,-9.968883514
99966,2,21.81516075,-15.68755054
